BirdID,name,mean,lower,upper,Rhat,n.eff
8264_2022,int_2,0.748055073,0.362176087,1.049215533,1.00109726,978
8264_2022,sigma_1,0.265831844,0.217769101,0.318206577,1.000023854,20790
8265_2022,cp_1,99.91375125,99.00019623,100.9184353,1.000049177,19953
8265_2022,int_1,0.666057634,0.547959302,0.785040927,0.999992794,25182
8265_2022,int_2,2.268586438,2.1020611,2.433818968,1.000072275,24535
8265_2022,sigma_1,0.361142825,0.293915057,0.433518849,1.000111187,22183
8403_2022,cp_1,33.49835449,33.0183626,33.9682351,1.000177809,32151
8403_2022,int_1,0.315325922,0.197964207,0.427317467,1.000221517,27222
8403_2022,int_2,1.250784563,1.220260674,1.279634926,1.000034765,27814
8403_2022,sigma_1,0.081501284,0.061324411,0.103573033,1.000097557,20543
8405_2022,cp_1,112.2838214,111.0000087,113.8433136,1.000180718,14468
8405_2022,int_1,1.535525481,1.425125722,1.640018355,1.000107654,26158
8405_2022,int_2,3.544803527,3.172253893,3.926145511,1.000109673,15740
8405_2022,sigma_1,0.481071037,0.412744664,0.555293719,1.000761742,25057
8406_2022,cp_1,32.50381877,32.0411737,32.98855668,1.000018786,32310
8406_2022,int_1,0.009532575,-0.005747769,0.024889048,1.000249042,27854
8406_2022,int_2,0.127482208,0.125461668,0.129401421,1.000255022,26752
8406_2022,sigma_1,0.007883375,0.006520069,0.009354772,1.000085561,25363
8407_2022,cp_1,42.81935838,42.00002114,43.93450587,1.001339329,14996
8407_2022,int_1,0.370787836,0.140782187,0.604104649,0.999989355,24408
8407_2022,int_2,1.376822644,1.276484728,1.47376319,1.000105248,27771
8407_2022,sigma_1,0.390552698,0.328033448,0.458001207,1.000147336,23746
8408_2022,cp_1,44.43890848,43.00304545,45.92498516,1.000492717,9301
8408_2022,int_1,0.389596108,0.133673422,0.642188792,1.000395673,14473
8408_2022,int_2,2.038956267,1.943311032,2.133004941,1.000002111,26007
8408_2022,sigma_1,0.411804382,0.352262612,0.476194351,1.000065378,23874
8451_2022,cp_1,94.50809431,94.04571452,94.99974306,1.000030189,28306
8451_2022,int_1,0.516734748,0.431048569,0.60074503,0.999995374,27661
8451_2022,int_2,2.660020901,2.528342112,2.79011054,1.000018348,27716
8451_2022,sigma_1,0.340324562,0.291980322,0.393803109,1.000638939,23957
8453_2022,cp_1,96.5004111,96.03645939,96.98724149,1.000131353,31177
8453_2022,int_1,0.545899476,0.436213473,0.653809335,1.000220173,27256
8453_2022,int_2,3.522080324,3.344047929,3.69818284,1.00009305,27428
8453_2022,sigma_1,0.442302009,0.378833255,0.509713054,1.00009624,24489
8455_2022,cp_1,106.450963,106.0032659,106.9994824,1.000012154,18118
8455_2022,int_1,0.870577374,0.750835561,0.992372094,1.000068737,27115
8455_2022,int_2,4.112935172,3.824430152,4.397174737,1.00001,24690
8455_2022,sigma_1,0.52898518,0.453190699,0.611615881,1.000128998,25362
8456_2022,cp_1,90.71422239,89.97040073,91.99992642,1.000326475,17959
8456_2022,int_1,0.855601802,0.577504185,1.141420326,1.000187307,26760
8456_2022,int_2,3.319249902,2.919926568,3.726818505,1.000092246,27838
8456_2022,sigma_1,1.105490125,0.945533654,1.276358861,1.000107594,23400
8460_2022,cp_1,89.94595627,88.05147371,90.99999106,1.002065624,1277
8460_2022,int_1,0.405526661,0.346597492,0.463024287,1.000136202,27377
8460_2022,int_2,0.929597869,0.850624319,1.011619682,1.000207791,12109
8460_2022,sigma_1,0.21888792,0.185921714,0.252988005,1.000109483,22551
8461_2022,cp_1,91.01424748,90.00003944,93.60117891,1.056074857,5874
8461_2022,int_1,0.834513196,0.671941746,0.994865859,1.000436269,19858
8461_2022,int_2,2.187587787,1.95695703,2.418106184,1.001875338,10534
8461_2022,sigma_1,0.606383536,0.515816718,0.702688657,1.00052001,17069
8462_2022,cp_1,88.41887132,86.62573726,90.9997559,1.001617993,1544
8462_2022,int_1,0.563740725,0.511195681,0.616217214,1.000035121,22021
8462_2022,int_2,0.906276108,0.837418727,0.97565328,1.000418624,21958
8462_2022,sigma_1,0.195783287,0.166579995,0.225902505,1.000062657,24243
8462_2023,cp_1,41.30034114,40.23697989,41.99999583,1.000083265,16584
8462_2023,int_1,0.258547882,0.024199678,0.490242055,1.000427385,26479
8462_2023,int_2,1.338247651,1.258032891,1.419364101,1.000110463,27335
8462_2023,sigma_1,0.364690166,0.311989768,0.421055613,1.000071649,25320
8463_2022,cp_1,99.50281124,99.04712948,99.99688993,1.000039596,31111
8463_2022,int_1,1.120397932,0.869761661,1.378486634,1.000055513,28022
8463_2022,int_2,11.23326018,10.75933927,11.70767362,1.000006584,27387
8463_2022,sigma_1,1.04786239,0.89295684,1.212341099,1.000269676,25726
8464_2022,cp_1,86.85576336,35.09622101,112.6408218,1.047815459,467
8464_2022,int_1,0.63858135,0.484692898,0.829212089,1.084896568,1323
8464_2022,int_2,0.95683621,0.736568674,1.16561204,1.003118933,1809
8464_2022,sigma_1,0.386218342,0.326252397,0.44990236,1.001265108,12420
8464_2023,cp_1,90.91543249,70.86172469,98.99999001,1.010064516,692
8464_2023,int_1,1.179724698,1.037240476,1.31894696,1.002056442,3492
8464_2023,int_2,0.603218414,0.387291292,0.827809948,1.001927938,1799
8464_2023,sigma_1,0.474180427,0.405353487,0.548067051,1.000034795,22839
8467_2022,cp_1,81.11947385,75.11410105,83.98673731,1.007126846,760
8467_2022,int_1,0.130892538,0.038219517,0.224481147,1.000343904,5440
8467_2022,int_2,0.603953606,0.531155093,0.676041872,1.000465742,6135
8467_2022,sigma_1,0.214804424,0.177610377,0.254507701,1.00008777,22056
8468_2022,cp_1,96.99840148,96.04715408,97.9507242,0.999987999,29563
8468_2022,int_1,1.328592933,0.790015129,1.888346727,1.000114579,27412
8468_2022,int_2,13.14277684,12.41682582,13.88276676,1.000038173,27177
8468_2022,sigma_1,1.273654187,0.965384406,1.606448758,1.000298822,20479
8469_2022,cp_1,68.45224745,67.93236519,68.99999024,1.000162311,18285
8469_2022,int_1,0.918713302,0.752965219,1.088272874,1.000054565,27764
8469_2022,int_2,2.271368054,2.189215841,2.354282666,1.000243248,26921
8469_2022,sigma_1,0.300427221,0.249409782,0.35550929,1.000118962,22719
8471_2022,cp_1,98.61188745,96.01262271,100.9862891,1.000019448,13626
8471_2022,int_1,2.079513819,1.924400225,2.2371701,1.000060301,26015
8471_2022,int_2,3.365084896,3.136093583,3.600658747,1.000141473,20508
8471_2022,sigma_1,0.516534979,0.426425335,0.610251933,1.000065619,22325
8472_2022,cp_1,119.4975694,119.0207331,119.9685563,0.999975672,31606
8472_2022,int_1,0.383069655,0.333256754,0.431833279,1.000464707,27959
8472_2022,int_2,2.286021763,1.882314043,2.681460816,1.000159881,26210
8472_2022,sigma_1,0.200648224,0.16596514,0.236534245,0.99999267,23768
8473_2023,cp_1,96.69845454,96.0001096,97.75329793,1.000649501,17758
8473_2023,int_1,0.248635091,0.203787824,0.294727398,1.000103244,25820
8473_2023,int_2,0.75299987,0.687687768,0.818853434,1.000488667,27191
8473_2023,sigma_1,0.148748687,0.122979546,0.176599058,1.000723848,21623
8474_2022,cp_1,97.08927954,95.2325914,98.0002033,1.000240756,17364
8474_2022,int_1,0.617633608,0.50407998,0.729882859,1.000003606,27620
8474_2022,int_2,1.418908155,1.261027467,1.565177627,1.000023896,24667
8474_2022,sigma_1,0.370121054,0.306281558,0.438605897,1.000001751,22315
8478_2022,cp_1,94.60030008,94.00002871,95.81587365,0.999987939,14767
8478_2022,int_1,0.375529552,0.046705472,0.709504893,1.000091829,23888
8478_2022,int_2,6.866056902,6.483420023,7.260720138,1.000080539,23000
8478_2022,sigma_1,0.970988312,0.796861838,1.159786056,1.000037957,21507
8479_2022,cp_1,93.5007308,93.02680603,93.9755269,1.000026772,32131
8479_2022,int_1,0.290171032,0.133239344,0.446583163,0.999969018,27754
8479_2022,int_2,3.951768679,3.778542511,4.128337203,1.000070281,26461
8479_2022,sigma_1,0.455397136,0.373483742,0.542681111,1.000226627,21947
8479_2023,cp_1,94.1534999,92.0770159,94.99999812,1.000681351,6723
8479_2023,int_1,0.403282403,0.345120196,0.462551353,1.000049625,27595
8479_2023,int_2,0.89187821,0.797342693,0.984756357,1.000043926,19910
8479_2023,sigma_1,0.235354624,0.200023606,0.271108003,1.000139253,22550
8482_2022,cp_1,99.86482335,99.00004018,101.8159578,1.001037401,2881
8482_2022,int_1,0.255864831,0.224456747,0.287501835,1.000444239,13865
8482_2022,int_2,0.693505526,0.596279204,0.807120877,1.000555742,5250
8482_2022,sigma_1,0.095794761,0.075839068,0.117546194,1.000183662,18493
8483_2022,cp_1,112.1103627,109.0269335,113.9998837,1.001654731,4206
8483_2022,int_1,0.991744862,0.911972484,1.069214416,1.00015809,23246
8483_2022,int_2,1.621332793,1.389782693,1.843114925,1.000466979,10495
8483_2022,sigma_1,0.281196444,0.228422588,0.334077804,1.000062034,19869
8501_2022,cp_1,102.6115411,102.0000105,103.8143285,1.000100121,17051
8501_2022,int_1,0.717843682,0.624859262,0.806436426,1.000308045,26221
8501_2022,int_2,2.133927449,1.972300888,2.295179935,1.000102771,25029
8501_2022,sigma_1,0.340517801,0.285892886,0.399168812,0.999976673,22205
8501_2023,cp_1,81.48548014,81.01230332,81.97771261,1.000119214,23707
8501_2023,int_1,0.209396019,-0.068763091,0.482880197,1.000012529,27701
8501_2023,int_2,4.082801218,3.765983223,4.386609798,1.000072262,28216
8501_2023,sigma_1,0.989760775,0.848415225,1.144716922,1.000440557,25331
8502_2022,cp_1,101.1031974,97.35696707,102.9993331,1.003944032,2507
8502_2022,int_1,1.398146867,1.210933115,1.581563536,1.000218336,11027
8502_2022,int_2,4.058117041,3.580865383,4.508061797,1.000800999,5257
8502_2022,sigma_1,0.641195742,0.52838275,0.755036334,1.000618767,22991
8503_2022,cp_1,102.6995958,102.0000323,103.7439907,1.000075697,15259
8503_2022,int_1,0.874487518,0.805743346,0.943280438,1.00017679,25375
8503_2022,int_2,2.784578,2.659720861,2.911566509,1.000150612,20440
8503_2022,sigma_1,0.254152682,0.214075913,0.298263063,1.000052341,24309
8504_2022,cp_1,99.5220609,99.00482668,99.97653124,1.000054827,21293
8504_2022,int_1,0.476065171,0.406524707,0.553615546,1.000076441,27267
8504_2022,int_2,1.779952087,1.665593609,1.896351482,1.000159379,26446
8504_2022,sigma_1,0.268065588,0.224297306,0.312756894,1.000029811,24222
8505_2022,cp_1,95.50221345,95.0111576,95.96457496,1.000107398,31046
8505_2022,int_1,1.009176948,0.930618609,1.088413966,1.000350962,28268
8505_2022,int_2,2.597817288,2.485043266,2.706415941,1.000211773,26922
8505_2022,sigma_1,0.277170506,0.232068717,0.325042096,1.000076142,24112
8576_2023,cp_1,34.37643542,33.12282762,34.99991515,1.000236499,14406
8576_2023,int_1,0.609188303,0.210868366,1.007937715,1.000055146,17794
8576_2023,int_2,1.659542905,1.592623526,1.724849718,1.000105924,27272
8576_2023,sigma_1,0.3121598,0.266135109,0.360897798,1.000000521,22925
8577_2023,cp_1,38.976192,36.00090279,36.99498808,1.000210961,24642
8577_2023,int_1,1.369932403,1.152620638,1.536337545,1.000172055,11865
8577_2023,int_2,1.933520989,1.892929964,1.984134778,0.999989909,22249
8577_2023,sigma_1,0.164978056,0.13843463,0.19427271,1.000218455,16862
8579_2023,cp_1,94.49786279,94.02452125,94.97311504,1.000213395,31769
8579_2023,int_1,1.89457627,1.79740408,1.993493446,1.000031198,27374
8579_2023,int_2,5.205708886,5.050433121,5.356504516,0.99999543,27498
8579_2023,sigma_1,0.393072939,0.335936203,0.45427033,1.000064675,24123
8580_2023,cp_1,39.60539421,35.678975,40.99997704,1.001853564,1291
8580_2023,int_1,0.459033455,0.19617103,0.707864456,1.000256007,5571
8580_2023,int_2,1.088769878,0.982834305,1.191160488,1.000157622,12119
8580_2023,sigma_1,0.316952722,0.254866952,0.38675785,1.000017846,15266
8581_2023,cp_1,85.62747967,85.00001017,86.68628049,1.000166246,11292
8581_2023,int_1,1.218548213,1.089497703,1.345306962,0.999993835,24008
8581_2023,int_2,2.755505062,2.631129,2.879899449,1.000049212,26350
8581_2023,sigma_1,0.359580104,0.298017338,0.426235068,1.000057329,21843
8585_2023,cp_1,81.09051691,80.03680282,81.9996551,1.007285779,10626
8585_2023,int_1,0.913896559,0.755687312,1.072474665,1.000119745,26478
8585_2023,int_2,1.702186855,1.56431695,1.840928266,1.000075638,26198
8585_2023,sigma_1,0.419108255,0.349542704,0.498982618,1.000127965,21540
8586_2023,cp_1,94.51751918,93.11472847,95.99816534,0.999979282,32255
8586_2023,int_1,0.991623935,0.332088715,1.637327727,1.000003818,27878
8586_2023,int_2,14.33290266,13.58826083,15.08080008,0.999990297,26678
8586_2023,sigma_1,1.870982731,1.538012566,2.242818284,1.000139826,23619
8601_2023,cp_1,110.5856157,109.5069128,111.9999276,1.009320718,9529
8601_2023,int_1,0.395409298,0.311805905,0.480646417,1.000148694,27777
8601_2023,int_2,1.083389835,0.86064249,1.310170521,1.000086658,23984
8601_2023,sigma_1,0.350122798,0.296642822,0.409725379,1.000190385,22393
8602_2023,cp_1,90.79289192,90.00007717,91.91872705,1.000022896,19611
8602_2023,int_1,1.380444173,1.279892748,1.47794405,1.00004718,26875
8602_2023,int_2,2.337708698,2.203776227,2.463625942,1.000010221,27795
8602_2023,sigma_1,0.344509667,0.2901815,0.401955041,1.000495059,23290
8603_2023,cp_1,74.42837288,65.00111028,84.74819108,1.000586919,9905
8603_2023,int_1,1.101887929,1.015579323,1.187168261,1.000143449,14931
8603_2023,int_2,0.875140771,0.805815478,0.944223083,1.000469849,19260
8603_2023,sigma_1,0.213506135,0.180041709,0.249106489,1.000130359,24904
8604_2023,cp_1,45.51441955,45.03308426,45.99630102,1.000121663,24257
8604_2023,int_1,0.117838422,-0.095054493,0.324266528,1.000127617,25175
8604_2023,int_2,1.209570304,1.154683407,1.263882335,1.000067374,27970
8604_2023,sigma_1,0.235790461,0.199158524,0.274171673,0.999989509,24933
8605_2023,cp_1,41.88087979,41.00011405,42.8996818,1.000992146,7333
8605_2023,int_1,0.271111087,-0.315091278,0.839822029,1.000150351,11395
8605_2023,int_2,1.246638997,1.180699688,1.311276572,1.000469081,26356
8605_2023,sigma_1,0.287719953,0.243594635,0.335541997,1.00011489,24390
8625_2023,cp_1,86.23471607,68.00079132,115.6552141,1.007024163,1614
8625_2023,int_1,0.712490962,0.311874332,1.083876751,1.002148768,2690
8625_2023,int_2,0.891746377,0.65068826,1.088702656,1.005879682,3551
8625_2023,sigma_1,0.39578749,0.320689196,0.475655724,1.000272356,21538
8628_2023,cp_1,118.5005436,118.0314235,118.9813538,1.000009456,31746
8628_2023,int_1,0.830678088,0.756836227,0.903278907,1.000125592,27482
8628_2023,int_2,3.381201665,3.012177839,3.754384793,1.000071795,26591
8628_2023,sigma_1,0.267342011,0.216543222,0.320989412,1.000208403,23064
8660_2023,cp_1,104.4925143,104.0169794,104.9759377,1.00011607,26837
8660_2023,int_1,0.691327439,0.595291489,0.786129994,0.999992003,27545
8660_2023,int_2,2.344447161,2.204963652,2.487050352,1.000303853,25975
8660_2023,sigma_1,0.288515864,0.232867437,0.348577721,1.000137484,23146
8661_2023,cp_1,74.48068047,74.00126811,74.96975625,1.000334599,20671
8661_2023,int_1,0.305869952,0.163995357,0.447831671,1.000170611,23769
8661_2023,int_2,1.436761566,1.386053583,1.487413971,1.000033566,26830
8661_2023,sigma_1,0.171742868,0.139329457,0.208548294,0.999988552,21264
8663_2023,cp_1,77.41286411,76.5641934,77.99992886,0.999992541,16284
8663_2023,int_1,0.22953218,0.066313149,0.383347541,1.000042593,25954
8663_2023,int_2,1.233782431,1.161704688,1.305139261,0.999985738,27338
8663_2023,sigma_1,0.235669381,0.191042528,0.285377372,1.000112012,20830
8664_2023,cp_1,75.49529191,75.02415206,75.97788982,1.000013961,28517
8664_2023,int_1,0.181229523,0.10315461,0.258871817,1.0000584,26605
8664_2023,int_2,0.9898332,0.959018953,1.020203246,1.000070705,27677
8664_2023,sigma_1,0.103546701,0.083596183,0.125075839,1.000258991,22320
8665_2023,cp_1,94.43606182,93.77952854,94.99997422,1.000593581,16690
8665_2023,int_1,0.851725571,0.707994521,0.997801992,1.000087826,26875
8665_2023,int_2,2.198734172,2.053637177,2.340550556,1.000033803,27406
8665_2023,sigma_1,0.371187321,0.29877893,0.447532998,1.000040022,21948
8666_2023,cp_1,96.93507609,95.00121379,98.21636078,0.999998712,21959
8666_2023,int_1,1.367646948,1.172932311,1.570179238,1.00013265,24970
8666_2023,int_2,3.040387134,2.818562667,3.257913449,1.000043816,25145
8666_2023,sigma_1,0.526333752,0.42548238,0.634662645,1.000415031,22867
8667_2023,cp_1,100.3202692,99.26836231,100.9999505,1.000065139,17096
8667_2023,int_1,1.281914392,1.162642707,1.397196434,1.000027853,25173
8667_2023,int_2,2.838363279,2.689895138,2.988083059,0.999970591,23795
8667_2023,sigma_1,0.329451182,0.266344012,0.397529243,1.000157785,22340
8669_2023,cp_1,76.49995151,76.0327688,76.98264414,0.999977343,30751
8669_2023,int_1,0.917023154,0.79829327,1.032144984,1.000190607,27338
8669_2023,int_2,2.473852042,2.395386107,2.556363389,1.000148112,27437
8669_2023,sigma_1,0.226800927,0.180532776,0.276649522,1.000223162,22216
8670_2023,cp_1,70.51731324,69.97862097,71.59091821,1.000101303,17348
8670_2023,int_1,1.185203453,0.833331639,1.531424279,1.000365179,22042
8670_2023,int_2,4.24994557,4.086123675,4.408407894,1.000042078,26374
8670_2023,sigma_1,0.507231304,0.405962001,0.619919587,1.000054819,20123
8671_2023,cp_1,79.61016789,68.41575795,90.99999218,1.01663227,79
8671_2023,int_1,0.725637466,0.462665822,0.980299761,1.009012224,279
8671_2023,int_2,1.279301912,1.138209282,1.437578592,1.006608612,256
8671_2023,sigma_1,0.34005109,0.277615425,0.409173602,1.000042666,18425
8672_2023,cp_1,100.4727844,76.04279727,110.6484208,1.024085144,147
8672_2023,int_1,1.512502929,0.697090287,1.930800465,1.023495078,169
8672_2023,int_2,3.854411515,2.801885494,4.477724038,1.017144356,185
8672_2023,sigma_1,0.742050324,0.585860098,0.91030099,1.000346557,20397
8674_2023,cp_1,53.01794695,48.22417538,57.70236835,1.000046397,31866
8674_2023,int_1,0.60100289,0.110107763,1.090575658,1.000029643,27083
8674_2023,int_2,3.357359366,3.230484511,3.483605548,1.000053656,28265
8674_2023,sigma_1,0.502309446,0.418642975,0.596147137,1.00012218,22851
8675_2023,cp_1,46.759354,46.00006061,47.87723998,1.01705476,2226
8675_2023,int_1,0.268911564,-0.148476068,0.691308206,1.000812829,9547
8675_2023,int_2,1.173342419,1.110248045,1.237832753,1.000152782,28100
8675_2023,sigma_1,0.274296997,0.229540596,0.320566297,1.000019183,22525
8751_2023,cp_1,54.49142499,54.03586922,54.99368003,1.000039243,26740
8751_2023,int_1,0.589795878,0.46011495,0.719755199,1.000110958,26484
8751_2023,int_2,4.176411435,4.101167376,4.252553153,1.000235802,26792
8751_2023,sigma_1,0.312259579,0.267136281,0.360903524,1.000271718,24986
8752_2023,cp_1,80.0343166,77.7671831,83.99987774,1.001741303,3031
8752_2023,int_1,1.388620128,1.243096719,1.533202101,1.000199651,14505
8752_2023,int_2,2.831974153,2.680586735,2.99470968,1.000201238,13168
8752_2023,sigma_1,0.480848512,0.410805684,0.556766947,1.000073401,23055
8753_2023,cp_1,117.3273239,116.2993247,117.9999255,1.000208705,10224
8753_2023,int_1,0.818084303,0.689511797,0.947576425,1.000213779,25761
8753_2023,int_2,4.99477095,4.200690372,5.724109832,1.000195647,10758
8753_2023,sigma_1,0.559426459,0.471211211,0.652316255,1.000011066,23930
8754_2023,cp_1,91.57523672,91.00000568,92.60236137,1.000618862,17341
8754_2023,int_1,0.688357374,0.532827318,0.845744247,1.000289433,27195
8754_2023,int_2,2.369733456,2.161587506,2.571961103,1.000174845,27775
8754_2023,sigma_1,0.559131986,0.471433158,0.652090072,1.000004069,22940
8755_2023,cp_1,102.6357866,67.01070052,118.8765159,1.008090656,142
8755_2023,int_1,0.58412538,0.460884799,0.719549165,1.015713323,588
8755_2023,int_2,0.892932549,0.623844915,1.130504426,1.001100396,897
8755_2023,sigma_1,0.361282329,0.303811783,0.422616703,1.000104243,17565
8756_2023,cp_1,80.6069838,65.01306736,100.9572507,1.048303127,43
8756_2023,int_1,0.62155078,0.435483114,0.807411166,1.012324759,335
8756_2023,int_2,0.960190191,0.796150326,1.153615951,1.026628566,351
8756_2023,sigma_1,0.380260946,0.320879727,0.44540761,0.999998445,19311
8757_2023,cp_1,85.47766717,66.28524633,119.0011879,1.004816033,63
8757_2023,int_1,0.668959354,0.473060736,0.861398583,1.006331678,327
8757_2023,int_2,0.945853874,0.742601862,1.2187058,1.038658104,402
8757_2023,sigma_1,0.392830691,0.329958041,0.458947764,1.000111734,14841
8758_2023,cp_1,73.32527029,44.00053015,114.9670467,1.004928286,726
8758_2023,int_1,0.471083061,0.049721129,0.754961589,1.004667005,2013
8758_2023,int_2,0.632357595,0.465760521,0.820815515,1.002327932,6094
8758_2023,sigma_1,0.354338533,0.298271257,0.413422113,1.000473894,18465
8759_2023,cp_1,52.49951709,52.03020742,52.97937094,1.000102596,31469
8759_2023,int_1,0.608781041,0.315089488,0.892837156,1.000017288,28258
8759_2023,int_2,4.83305609,4.727773759,4.93953482,1.000187068,27366
8759_2023,sigma_1,0.443182634,0.373990289,0.518208276,1.000054609,23768
8760_2023,cp_1,99.5488023,98.99228405,100.7258403,1.000140134,18844
8760_2023,int_1,0.681021057,0.593918783,0.769187263,1.00005504,26165
8760_2023,int_2,1.916885125,1.772981723,2.061102292,1.000057505,26071
8760_2023,sigma_1,0.333879728,0.281426398,0.389697432,1.000077676,24840
8761_2023,cp_1,88.38946339,64.53259242,101.8969967,1.005555832,1111
8761_2023,int_1,0.455627613,0.375889107,0.537180693,1.013430698,2833
8761_2023,int_2,0.672708378,0.476519503,0.884136339,1.005549932,1026
8761_2023,sigma_1,0.247352494,0.203507514,0.29233658,1.000586334,13575
8767_2023,cp_1,102.7419295,102.0001493,103.9576902,1.000675703,17511
8767_2023,int_1,0.634212564,0.590047966,0.676323491,0.99999497,27802
8767_2023,int_2,0.948551877,0.866392236,1.031767828,1.000121648,26088
8767_2023,sigma_1,0.175064063,0.148080453,0.203472209,1.000083846,22713
8771_2023,cp_1,74.97668494,58.90323138,109.0599031,1.001641676,125
8771_2023,int_1,0.525787677,0.437712585,0.616519692,1.003251954,564
8771_2023,int_2,0.692912963,0.612776556,0.814249129,1.001808275,224
8771_2023,sigma_1,0.18392621,0.156119441,0.214557048,0.999974853,20628
8773_2023,cp_1,102.4983731,102.0229744,102.9733606,1.000030422,32138
8773_2023,int_1,1.200838253,1.047622252,1.354225616,0.999968167,27907
8773_2023,int_2,9.411591549,9.107289684,9.715509468,0.999975094,28281
8773_2023,sigma_1,0.654505032,0.558703544,0.756833068,1.000124578,25856
8774_2023,cp_1,92.49419285,83.9989143,96.57164811,1.017324696,260
8774_2023,int_1,0.874569613,0.780355623,0.970587109,1.002248142,4296
8774_2023,int_2,1.401549664,1.243813047,1.555397633,1.003696574,1345
8774_2023,sigma_1,0.353512567,0.302003061,0.409569696,1.000075874,22151
8775_2023,cp_1,95.39367075,94.00086188,96.76077272,1.000115512,23040
8775_2023,int_1,0.71733087,0.643087396,0.790485893,1.000117658,29340
8775_2023,int_2,1.412042455,1.284639462,1.536303833,0.999988735,24294
8775_2023,sigma_1,0.294414449,0.251253732,0.341761379,1.000160499,23829
8802_2023,cp_1,101.5042085,101.0269114,101.9775899,1.000058218,29243
8802_2023,int_1,0.883735259,0.820487229,0.951780654,1.000074662,28073
8802_2023,int_2,2.771865881,2.641236465,2.897321364,0.999970433,28515
8802_2023,sigma_1,0.278851216,0.238162588,0.321843995,0.999984783,24633
8804_2023,cp_1,94.40532069,93.41868803,94.99995071,1.000096397,11533
8804_2023,int_1,0.167673429,0.007470095,0.331110817,1.000081433,26591
8804_2023,int_2,1.643326567,1.391656142,1.895096261,1.000030163,26632
8804_2023,sigma_1,0.648124329,0.551622194,0.746662958,1.000120517,24306
8805_2023,cp_1,82.36689469,81.38193946,82.99999913,1.000036375,15205
8805_2023,int_1,0.954801591,0.566818414,1.361079058,1.000102145,24056
8805_2023,int_2,15.35002322,14.88238662,15.81759991,1.000217613,21617
8805_2023,sigma_1,1.400052217,1.186899392,1.611801135,1.000017647,24701
8806_2023,cp_1,101.3900234,100.4500726,101.9999656,1.000239203,16781
8806_2023,int_1,0.219980325,0.143214144,0.294959638,1.000110274,26765
8806_2023,int_2,2.230031013,2.082130159,2.376581699,1.00005115,23983
8806_2023,sigma_1,0.320760122,0.272649212,0.370010646,1.000058873,25278
8807_2023,cp_1,81.64107828,80.22873932,82.99875573,1.00059116,18030
8807_2023,int_1,0.443784011,-0.226404028,1.134179455,1.000134395,24104
8807_2023,int_2,13.80397352,13.01337129,14.58085415,1.00056552,21811
8807_2023,sigma_1,2.342917088,2.000340293,2.696295255,1.000094301,25727
